zip,state,CO2
31410,GA,1361
31411,GA,1361
31412,GA,1361
31414,GA,1361
31415,GA,1361
31416,GA,1361
31418,GA,1361
31419,GA,1361
31420,GA,1361
31421,GA,1361
31501,GA,1361
31502,GA,1361
31503,GA,1361
31510,GA,1361
31512,GA,1361
31513,GA,1361
31515,GA,1361
31516,GA,1361
31518,GA,1361
31519,GA,1361
31520,GA,1361
31521,GA,1361
31522,GA,1361
31523,GA,1361
31524,GA,1361
31525,GA,1361
31527,GA,1361
31532,GA,1361
31533,GA,1361
31534,GA,1361
31535,GA,1361
31537,GA,1361
31539,GA,1361
31542,GA,1361
31543,GA,1361
31544,GA,1361
31545,GA,1361
31546,GA,1361
31547,GA,1361
31548,GA,1361
31549,GA,1361
31550,GA,1361
31551,GA,1361
31552,GA,1361
31553,GA,1361
31554,GA,1361
31555,GA,1361
31556,GA,1361
31557,GA,1361
31558,GA,1361
31560,GA,1361
31561,GA,1361
31562,GA,1361
31563,GA,1361
31564,GA,1361
31565,GA,1361
31566,GA,1361
31567,GA,1361
31568,GA,1361
31569,GA,1361
31598,GA,1361
31599,GA,1361
31601,GA,1361
31602,GA,1361
31603,GA,1361
31604,GA,1361
31605,GA,1361
31606,GA,1361
31620,GA,1361
31622,GA,1361
31623,GA,1361
31624,GA,1361
31625,GA,1361
31626,GA,1361
31627,GA,1361
31629,GA,1361
31630,GA,1361
31631,GA,1361
31632,GA,1361
31634,GA,1361
31635,GA,1361
31636,GA,1361
31637,GA,1361
31638,GA,1361
31639,GA,1361
31641,GA,1361
31642,GA,1361
31643,GA,1361
31645,GA,1361
31647,GA,1361
31648,GA,1361
31649,GA,1361
31650,GA,1361
31698,GA,1361
31699,GA,1361
31701,GA,1361
31702,GA,1361
31703,GA,1361
31704,GA,1361
31705,GA,1361
31706,GA,1361
31707,GA,1361
31708,GA,1361
31709,GA,1361
31711,GA,1361
31712,GA,1361
31714,GA,1361
31716,GA,1361
31719,GA,1361
31720,GA,1361
31721,GA,1361
31722,GA,1361
31727,GA,1361
31730,GA,1361
31733,GA,1361
31735,GA,1361
31738,GA,1361
31739,GA,1361
31743,GA,1361
31744,GA,1361
31747,GA,1361
31749,GA,1361
31750,GA,1361
31753,GA,1361
31756,GA,1361
31757,GA,1361
31758,GA,1361
31760,GA,1361
31763,GA,1361
31764,GA,1361
31765,GA,1361
31768,GA,1361
31769,GA,1361
31771,GA,1361
31772,GA,1361
31773,GA,1361
31774,GA,1361
31775,GA,1361
31776,GA,1361
31778,GA,1361
31779,GA,1361
31780,GA,1361
31781,GA,1361
31782,GA,1361
31783,GA,1361
31784,GA,1361
31787,GA,1361
31788,GA,1361
31789,GA,1361
31790,GA,1361
31791,GA,1361
31792,GA,1361
31793,GA,1361
31794,GA,1361
31795,GA,1361
31796,GA,1361
31798,GA,1361
31799,GA,1361
31801,GA,1361
31803,GA,1361
31804,GA,1361
31805,GA,1361
31806,GA,1361
31807,GA,1361
31808,GA,1361
31810,GA,1361
31811,GA,1361
31812,GA,1361
31814,GA,1361
31815,GA,1361
31816,GA,1361
31820,GA,1361
31821,GA,1361
31822,GA,1361
31823,GA,1361
31824,GA,1361
31825,GA,1361
31826,GA,1361
31827,GA,1361
31829,GA,1361
31830,GA,1361
31831,GA,1361
31832,GA,1361
31833,GA,1361
31836,GA,1361
31901,GA,1361
31902,GA,1361
31903,GA,1361
31904,GA,1361
31905,GA,1361
31906,GA,1361
31907,GA,1361
31908,GA,1361
31909,GA,1361
31914,GA,1361
31917,GA,1361
31993,GA,1361
31995,GA,1361
31997,GA,1361
31998,GA,1361
31999,GA,1361
32003,FL,1202
32004,FL,1202
32006,FL,1202
32007,FL,1202
32008,FL,1202
32009,FL,1361
32011,FL,1202
32013,FL,1202
32024,FL,1202
32025,FL,1202
32026,FL,1202
32030,FL,1202
32033,FL,1202
32034,FL,1361
32035,FL,1361
32038,FL,1202
32040,FL,1361
32041,FL,1361
32042,FL,1202
32043,FL,1202
32044,FL,1202
32046,FL,1361
32050,FL,1202
32052,FL,1202
32053,FL,1202
32054,FL,1202
32055,FL,1202
32056,FL,1202
32058,FL,1202
32059,FL,1202
32060,FL,1202
32061,FL,1202
32062,FL,1202
32063,FL,1202
32064,FL,1202
32065,FL,1202
32066,FL,1202
32067,FL,1202
32068,FL,1202
32071,FL,1202
32072,FL,1202
32073,FL,1202
32079,FL,1202
32080,FL,1202
32081,FL,1202
32082,FL,1202
32083,FL,1202
32084,FL,1202
32085,FL,1202
32086,FL,1202
32087,FL,1361
32091,FL,1202
32092,FL,1202
32094,FL,1202
32095,FL,1202
32096,FL,1202
32097,FL,1202
32099,FL,1202
32102,FL,1202
32105,FL,1202
32110,FL,1202
32111,FL,1202
32112,FL,1202
32113,FL,1202
32114,FL,1202
32115,FL,1202
32116,FL,1202
32117,FL,1202
32118,FL,1202
32119,FL,1202
32120,FL,1202
32121,FL,1202
32122,FL,1202
32123,FL,1202
32124,FL,1202
32125,FL,1202
32126,FL,1202
32127,FL,1202
32128,FL,1202
32129,FL,1202
32130,FL,1202
32131,FL,1202
32132,FL,1202
32133,FL,1202
32134,FL,1202
32135,FL,1202
32136,FL,1202
32137,FL,1202
32138,FL,1202
32139,FL,1202
32140,FL,1202
32141,FL,1202
32142,FL,1202
32143,FL,1202
32145,FL,1202
32147,FL,1202
32148,FL,1202
32149,FL,1202
32157,FL,1202
32158,FL,1202
32159,FL,1202
32160,FL,1202
32162,FL,1202
32163,FL,1202
32164,FL,1202
32168,FL,1202
32169,FL,1202
32173,FL,1202
32174,FL,1202
32175,FL,1202
32176,FL,1202
32177,FL,1202
32178,FL,1202
32179,FL,1202
32180,FL,1202
32181,FL,1202
32182,FL,1202
32183,FL,1202
32185,FL,1202
32187,FL,1202
32189,FL,1202
32190,FL,1202
32192,FL,1202
32193,FL,1202
32195,FL,1202
32198,FL,1202
32201,FL,1202
32202,FL,1202
32203,FL,1202
32204,FL,1202
32205,FL,1202
32206,FL,1202
32207,FL,1202
32208,FL,1202
32209,FL,1202
32210,FL,1202
32211,FL,1202
32212,FL,1202
32214,FL,1202
32215,FL,1202
32216,FL,1202
32217,FL,1202
32218,FL,1202
32219,FL,1202
32220,FL,1202
32221,FL,1202
32222,FL,1202
32223,FL,1202
32224,FL,1202
32225,FL,1202
32226,FL,1202
32227,FL,1202
32228,FL,1202
32229,FL,1202
32230,FL,1202
32231,FL,1202
32232,FL,1202
32233,FL,1202
32234,FL,1202
32235,FL,1202
32236,FL,1202
32237,FL,1202
32238,FL,1202
32239,FL,1202
32240,FL,1202
32241,FL,1202
32244,FL,1202
32245,FL,1202
32246,FL,1202
32247,FL,1202
32250,FL,1202
32254,FL,1202
32255,FL,1202
32256,FL,1202
32257,FL,1202
32258,FL,1202
32259,FL,1202
32260,FL,1202
32266,FL,1202
32277,FL,1202
32301,FL,1202
32302,FL,1202
32303,FL,1202
32304,FL,1202
32305,FL,1202
32306,FL,1202
32307,FL,1202
32308,FL,1202
32309,FL,1202
32310,FL,1202
32311,FL,1202
32312,FL,1202
32313,FL,1202
32314,FL,1202
32315,FL,1202
32316,FL,1202
32317,FL,1202
32318,FL,1202
32320,FL,1202
32321,FL,1202
32322,FL,1202
32323,FL,1202
32324,FL,1202
32326,FL,1202
32327,FL,1202
32328,FL,1202
32329,FL,1202
32330,FL,1202
32331,FL,1202
32332,FL,1202
32333,FL,1202
32334,FL,1202
32335,FL,1361
32336,FL,1202
32337,FL,1202
32340,FL,1202
32341,FL,1202
32343,FL,1202
32344,FL,1202
32345,FL,1202
32346,FL,1202
32347,FL,1202
32348,FL,1202
32350,FL,1202
32351,FL,1202
32352,FL,1202
32353,FL,1202
32355,FL,1202
32356,FL,1202
32357,FL,1202
32358,FL,1202
32359,FL,1202
32360,FL,1202
32361,FL,1202
32362,FL,1202
32395,FL,1202
32399,FL,1202
32401,FL,1361
32402,FL,1361
32403,FL,1361
32404,FL,1361
32405,FL,1361
32406,FL,1361
32407,FL,1361
32408,FL,1361
32409,FL,1361
32410,FL,1361
32411,FL,1361
32412,FL,1361
32413,FL,1361
32417,FL,1361
32420,FL,1361
32421,FL,1361
32422,FL,1361
32423,FL,1361
32424,FL,1361
32425,FL,1361
32426,FL,1361
32427,FL,1361
32428,FL,1361
32430,FL,1361
32431,FL,1361
32432,FL,1361
32433,FL,1361
32434,FL,1361
32435,FL,1361
32437,FL,1361
32438,FL,1361
32439,FL,1361
32440,FL,1361
32442,FL,1361
32443,FL,1361
32444,FL,1361
32445,FL,1361
32446,FL,1361
32447,FL,1361
32448,FL,1361
32449,FL,1361
32452,FL,1361
32455,FL,1361
32456,FL,1202
32457,FL,1202
32459,FL,1361
32460,FL,1361
32461,FL,1361
32462,FL,1361
32463,FL,1361
32464,FL,1361
32465,FL,1361
32466,FL,1361
32501,FL,1361
32502,FL,1361
32503,FL,1361
32504,FL,1361
32505,FL,1361
32506,FL,1361
32507,FL,1361
32508,FL,1361
32509,FL,1361
32511,FL,1361
32512,FL,1361
32513,FL,1361
32514,FL,1361
32516,FL,1361
32520,FL,1361
32521,FL,1361
32522,FL,1361
32523,FL,1361
32524,FL,1361
32526,FL,1361
32530,FL,1361
32531,FL,1361
32533,FL,1361
32534,FL,1361
32535,FL,1361
32536,FL,1361
32537,FL,1361
32538,FL,1361
32539,FL,1361
32540,FL,1361
32541,FL,1361
32542,FL,1361
32544,FL,1361
32547,FL,1361
32548,FL,1361
32549,FL,1361
32550,FL,1361
32559,FL,1361
32560,FL,1361
32561,FL,1361
32562,FL,1361
32563,FL,1361
32564,FL,1361
32565,FL,1361
32566,FL,1361
32567,FL,1361
32568,FL,1361
32569,FL,1361
32570,FL,1361
32571,FL,1361
32572,FL,1361
32577,FL,1361
32578,FL,1361
32579,FL,1361
32580,FL,1361
32583,FL,1361
32588,FL,1361
32590,FL,1361
32591,FL,1361
32592,FL,1361
32601,FL,1202
32602,FL,1202
32603,FL,1202
32604,FL,1202
32605,FL,1202
32606,FL,1202
32607,FL,1202
32608,FL,1202
32609,FL,1202
32610,FL,1202
32611,FL,1202
32612,FL,1202
32613,FL,1202
32614,FL,1202
32615,FL,1202
32616,FL,1202
32617,FL,1202
32618,FL,1202
32619,FL,1202
32621,FL,1202
32622,FL,1202
32625,FL,1202
32626,FL,1202
32627,FL,1202
32628,FL,1202
32631,FL,1202
32633,FL,1202
32634,FL,1202
32635,FL,1202
32639,FL,1202
32640,FL,1202
32641,FL,1202
32643,FL,1202
32644,FL,1202
32648,FL,1202
32653,FL,1202
32654,FL,1202
32655,FL,1202
32656,FL,1202
32658,FL,1202
32662,FL,1202
32663,FL,1202
32664,FL,1202
32666,FL,1202
32667,FL,1202
32668,FL,1202
32669,FL,1202
32680,FL,1202
32681,FL,1202
32683,FL,1202
32686,FL,1202
32692,FL,1202
32693,FL,1202
32694,FL,1202
32696,FL,1202
32697,FL,1202
32701,FL,1202
32702,FL,1202
32703,FL,1202
32704,FL,1202
32706,FL,1202
32707,FL,1202
32708,FL,1202
32709,FL,1202
32710,FL,1202
32712,FL,1202
32713,FL,1202
32714,FL,1202
32715,FL,1202
32716,FL,1202
32718,FL,1202
32719,FL,1202
32720,FL,1202
32721,FL,1202
32722,FL,1202
32723,FL,1202
32724,FL,1202
32725,FL,1202
32726,FL,1202
32727,FL,1202
32728,FL,1202
32730,FL,1202
32732,FL,1202
32733,FL,1202
32735,FL,1202
32736,FL,1202
32738,FL,1202
32739,FL,1202
32744,FL,1202
32745,FL,1202
32746,FL,1202
32747,FL,1202
32750,FL,1202
32751,FL,1202
32752,FL,1202
32753,FL,1202
32754,FL,1202
32756,FL,1202
32757,FL,1202
32759,FL,1202
32762,FL,1202
32763,FL,1202
32764,FL,1202
32765,FL,1202
32766,FL,1202
32767,FL,1202
32768,FL,1202
32771,FL,1202
32772,FL,1202
32773,FL,1202
32774,FL,1202
32775,FL,1202
32776,FL,1202
32777,FL,1202
32778,FL,1202
32779,FL,1202
32780,FL,1202
32781,FL,1202
32782,FL,1202
32783,FL,1202
32784,FL,1202
32789,FL,1202
32790,FL,1202
32791,FL,1202
32792,FL,1202
32793,FL,1202
32794,FL,1202
32795,FL,1202
32796,FL,1202
32798,FL,1202
32799,FL,1202
32801,FL,1202
32802,FL,1202
32803,FL,1202
32804,FL,1202
32805,FL,1202
32806,FL,1202
32807,FL,1202
32808,FL,1202
32809,FL,1202
32810,FL,1202
32811,FL,1202
32812,FL,1202
32814,FL,1202
32815,FL,1202
32816,FL,1202
32817,FL,1202
32818,FL,1202
32819,FL,1202
32820,FL,1202
32821,FL,1202
32822,FL,1202
32824,FL,1202
32825,FL,1202
32826,FL,1202
32827,FL,1202
32828,FL,1202
32829,FL,1202
32830,FL,1202
32831,FL,1202
32832,FL,1202
32833,FL,1202
32834,FL,1202
32835,FL,1202
32836,FL,1202
32837,FL,1202
32839,FL,1202
32853,FL,1202
32854,FL,1202
32855,FL,1202
32856,FL,1202
32857,FL,1202
32858,FL,1202
32859,FL,1202
32860,FL,1202
32861,FL,1202
32862,FL,1202
32867,FL,1202
32868,FL,1202
32869,FL,1202
32872,FL,1202
32877,FL,1202
32878,FL,1202
32885,FL,1202
32886,FL,1202
32887,FL,1202
32891,FL,1202
32896,FL,1202
32897,FL,1202
32899,FL,1202
32901,FL,1202
32902,FL,1202
32903,FL,1202
32904,FL,1202
32905,FL,1202
32906,FL,1202
32907,FL,1202
32908,FL,1202
32909,FL,1202
32910,FL,1202
32911,FL,1202
32912,FL,1202
32919,FL,1202
32920,FL,1202
32922,FL,1202
32923,FL,1202
32924,FL,1202
32925,FL,1202
32926,FL,1202
32927,FL,1202
32931,FL,1202
32932,FL,1202
32934,FL,1202
32935,FL,1202
32936,FL,1202
32937,FL,1202
32940,FL,1202
32941,FL,1202
32948,FL,1202
32949,FL,1202
32950,FL,1202
32951,FL,1202
32952,FL,1202
32953,FL,1202
32954,FL,1202
32955,FL,1202
32956,FL,1202
32957,FL,1202
32958,FL,1202
32959,FL,1202
32960,FL,1202
32961,FL,1202
32962,FL,1202
32963,FL,1202
32964,FL,1202
32965,FL,1202
32966,FL,1202
32967,FL,1202
32968,FL,1202
32969,FL,1202
32970,FL,1202
32971,FL,1202
32976,FL,1202
32978,FL,1202
33001,FL,1202
33002,FL,1202
33004,FL,1202
33008,FL,1202
33009,FL,1202
33010,FL,1202
33011,FL,1202
33012,FL,1202
33013,FL,1202
33014,FL,1202
33015,FL,1202
33016,FL,1202
33017,FL,1202
33018,FL,1202
33019,FL,1202
33020,FL,1202
33021,FL,1202
33022,FL,1202
33023,FL,1202
33024,FL,1202
33025,FL,1202
33026,FL,1202
33027,FL,1202
33028,FL,1202
33029,FL,1202
33030,FL,1202
33031,FL,1202
33032,FL,1202
33033,FL,1202
33034,FL,1202
33035,FL,1202
33036,FL,1202
33037,FL,1202
33039,FL,1202
33040,FL,1202
33041,FL,1202
33042,FL,1202
33043,FL,1202
33045,FL,1202
33050,FL,1202
33051,FL,1202
33052,FL,1202
33054,FL,1202
33055,FL,1202
33056,FL,1202
33060,FL,1202
33061,FL,1202
33062,FL,1202
33063,FL,1202
33064,FL,1202
33065,FL,1202
33066,FL,1202
33067,FL,1202
33068,FL,1202
33069,FL,1202
33070,FL,1202
33071,FL,1202
33072,FL,1202
33073,FL,1202
33074,FL,1202
33075,FL,1202
33076,FL,1202
33077,FL,1202
33081,FL,1202
33082,FL,1202
33083,FL,1202
33084,FL,1202
33090,FL,1202
33092,FL,1202
33093,FL,1202
33097,FL,1202
33101,FL,1202
33102,FL,1202
33106,FL,1202
33109,FL,1202
33111,FL,1202
33112,FL,1202
33114,FL,1202
33116,FL,1202
33119,FL,1202
33122,FL,1202
33124,FL,1202
33125,FL,1202
33126,FL,1202
33127,FL,1202
33128,FL,1202
33129,FL,1202
33130,FL,1202
33131,FL,1202
33132,FL,1202
33133,FL,1202
33134,FL,1202
33135,FL,1202
33136,FL,1202
33137,FL,1202
33138,FL,1202
33139,FL,1202
33140,FL,1202
33141,FL,1202
33142,FL,1202
33143,FL,1202
33144,FL,1202
33145,FL,1202
33146,FL,1202
33147,FL,1202
33149,FL,1202
33150,FL,1202
33151,FL,1202
33152,FL,1202
33153,FL,1202
33154,FL,1202
33155,FL,1202
33156,FL,1202
33157,FL,1202
33158,FL,1202
33159,FL,1202
33160,FL,1202
33161,FL,1202
33162,FL,1202
33163,FL,1202
33164,FL,1202
33165,FL,1202
33166,FL,1202
33167,FL,1202
33168,FL,1202
33169,FL,1202
33170,FL,1202
33172,FL,1202
33173,FL,1202
33174,FL,1202
33175,FL,1202
33176,FL,1202
33177,FL,1202
33178,FL,1202
33179,FL,1202
33180,FL,1202
33181,FL,1202
33182,FL,1202
33183,FL,1202
33184,FL,1202
33185,FL,1202
33186,FL,1202
33187,FL,1202
33188,FL,1202
33189,FL,1202
33190,FL,1202
33193,FL,1202
33194,FL,1202
33196,FL,1202
33197,FL,1202
33199,FL,1202
33206,FL,1202
33222,FL,1202
33231,FL,1202
33233,FL,1202
33234,FL,1202
33238,FL,1202
33239,FL,1202
33242,FL,1202
33243,FL,1202
33245,FL,1202
33247,FL,1202
33255,FL,1202
33256,FL,1202
33257,FL,1202
33261,FL,1202
33265,FL,1202
33266,FL,1202
33269,FL,1202
33280,FL,1202
33283,FL,1202
33296,FL,1202
33299,FL,1202
33301,FL,1202
33302,FL,1202
33303,FL,1202
33304,FL,1202
33305,FL,1202
33306,FL,1202
33307,FL,1202
33308,FL,1202
33309,FL,1202
33310,FL,1202
33311,FL,1202
33312,FL,1202
33313,FL,1202
33314,FL,1202
33315,FL,1202
33316,FL,1202
33317,FL,1202
33318,FL,1202
33319,FL,1202
33320,FL,1202
33321,FL,1202
33322,FL,1202
33323,FL,1202
33324,FL,1202
33325,FL,1202
33326,FL,1202
33327,FL,1202
33328,FL,1202
33329,FL,1202
33330,FL,1202
33331,FL,1202
33332,FL,1202
33334,FL,1202
33335,FL,1202
33336,FL,1202
33337,FL,1202
33338,FL,1202
33339,FL,1202
33340,FL,1202
33345,FL,1202
33346,FL,1202
33348,FL,1202
33349,FL,1202
33351,FL,1202
33355,FL,1202
33359,FL,1202
33388,FL,1202
33394,FL,1202
33401,FL,1202
33402,FL,1202
33403,FL,1202
33404,FL,1202
33405,FL,1202
33406,FL,1202
33407,FL,1202
33408,FL,1202
33409,FL,1202
33410,FL,1202
33411,FL,1202
33412,FL,1202
33413,FL,1202
33414,FL,1202
33415,FL,1202
33416,FL,1202
33417,FL,1202
33418,FL,1202
33419,FL,1202
33420,FL,1202
33421,FL,1202
33422,FL,1202
33424,FL,1202
33425,FL,1202
33426,FL,1202
33427,FL,1202
33428,FL,1202
33429,FL,1202
33430,FL,1202
33431,FL,1202
33432,FL,1202
33433,FL,1202
33434,FL,1202
33435,FL,1202
33436,FL,1202
33437,FL,1202
33438,FL,1202
33440,FL,1202
33441,FL,1202
33442,FL,1202
33443,FL,1202
33444,FL,1202
33445,FL,1202
33446,FL,1202
33448,FL,1202
33449,FL,1202
33454,FL,1202
33455,FL,1202
33458,FL,1202
33459,FL,1202
33460,FL,1202
33461,FL,1202
33462,FL,1202
33463,FL,1202
33464,FL,1202
33465,FL,1202
33466,FL,1202
33467,FL,1202
33468,FL,1202
33469,FL,1202
33470,FL,1202
33471,FL,1202
33472,FL,1202
33473,FL,1202
33474,FL,1202
33475,FL,1202
33476,FL,1202
33477,FL,1202
33478,FL,1202
33480,FL,1202
33481,FL,1202
33482,FL,1202
33483,FL,1202
33484,FL,1202
33486,FL,1202
33487,FL,1202
33488,FL,1202
33493,FL,1202
33496,FL,1202
33497,FL,1202
33498,FL,1202
33499,FL,1202
33503,FL,1202
33508,FL,1202
33509,FL,1202
33510,FL,1202
33511,FL,1202
33513,FL,1202
33514,FL,1202
33521,FL,1202
33523,FL,1202
33524,FL,1202
33525,FL,1202
33526,FL,1202
33527,FL,1202
33530,FL,1202
33534,FL,1202
33537,FL,1202
33538,FL,1202
33539,FL,1202
33540,FL,1202
33541,FL,1202
33542,FL,1202
33543,FL,1202
33544,FL,1202
33545,FL,1202
33547,FL,1202
33548,FL,1202
33549,FL,1202
33550,FL,1202
33556,FL,1202
33558,FL,1202
33559,FL,1202
33563,FL,1202
33564,FL,1202
33565,FL,1202
33566,FL,1202
33567,FL,1202
33568,FL,1202
33569,FL,1202
33570,FL,1202
33571,FL,1202
33572,FL,1202
33573,FL,1202
33574,FL,1202
33575,FL,1202
33576,FL,1202
33578,FL,1202
33579,FL,1202
33583,FL,1202
33584,FL,1202
33585,FL,1202
33586,FL,1202
33587,FL,1202
33592,FL,1202
33593,FL,1202
33594,FL,1202
33595,FL,1202
33596,FL,1202
33597,FL,1202
33598,FL,1202
33601,FL,1202
33602,FL,1202
33603,FL,1202
33604,FL,1202
33605,FL,1202
33606,FL,1202
33607,FL,1202
33608,FL,1202
33609,FL,1202
33610,FL,1202
33611,FL,1202
33612,FL,1202
33613,FL,1202
33614,FL,1202
33615,FL,1202
33616,FL,1202
33617,FL,1202
33618,FL,1202
33619,FL,1202
33620,FL,1202
33621,FL,1202
33622,FL,1202
33623,FL,1202
33624,FL,1202
33625,FL,1202
33626,FL,1202
33629,FL,1202
33630,FL,1202
33631,FL,1202
33633,FL,1202
33634,FL,1202
33635,FL,1202
33637,FL,1202
33646,FL,1202
33647,FL,1202
33650,FL,1202
33655,FL,1202
33660,FL,1202
33661,FL,1202
33662,FL,1202
33663,FL,1202
33664,FL,1202
33672,FL,1202
33673,FL,1202
33674,FL,1202
33675,FL,1202
33677,FL,1202
33679,FL,1202
33680,FL,1202
33681,FL,1202
33682,FL,1202
33684,FL,1202
33685,FL,1202
33686,FL,1202
33687,FL,1202
33688,FL,1202
33689,FL,1202
33690,FL,1202
33694,FL,1202
33701,FL,1202
33702,FL,1202
33703,FL,1202
33704,FL,1202
33705,FL,1202
33706,FL,1202
33707,FL,1202
33708,FL,1202
33709,FL,1202
33710,FL,1202
33711,FL,1202
33712,FL,1202
33713,FL,1202
33714,FL,1202
33715,FL,1202
33716,FL,1202
33729,FL,1202
33730,FL,1202
33731,FL,1202
33732,FL,1202
33733,FL,1202
33734,FL,1202
33736,FL,1202
33737,FL,1202
33738,FL,1202
33740,FL,1202
33741,FL,1202
33742,FL,1202
33743,FL,1202
33744,FL,1202
33747,FL,1202
33755,FL,1202
33756,FL,1202
33757,FL,1202
33758,FL,1202
33759,FL,1202
33760,FL,1202
33761,FL,1202
33762,FL,1202
33763,FL,1202
33764,FL,1202
33765,FL,1202
33766,FL,1202
33767,FL,1202
33769,FL,1202
33770,FL,1202
33771,FL,1202
33772,FL,1202
33773,FL,1202
33774,FL,1202
33775,FL,1202
33776,FL,1202
33777,FL,1202
33778,FL,1202
33779,FL,1202
33780,FL,1202
33781,FL,1202
33782,FL,1202
33784,FL,1202
33785,FL,1202
33786,FL,1202
33801,FL,1202
33802,FL,1202
33803,FL,1202
33804,FL,1202
33805,FL,1202
33806,FL,1202
33807,FL,1202
33809,FL,1202
33810,FL,1202
33811,FL,1202
33812,FL,1202
33813,FL,1202
33815,FL,1202
33820,FL,1202
33823,FL,1202
33825,FL,1202
33826,FL,1202
33827,FL,1202
33830,FL,1202
33831,FL,1202
33834,FL,1202
33835,FL,1202
33836,FL,1202
33837,FL,1202
33838,FL,1202
33839,FL,1202
33840,FL,1202
33841,FL,1202
33843,FL,1202
33844,FL,1202
33845,FL,1202
33846,FL,1202
33847,FL,1202
33848,FL,1202
33849,FL,1202
33850,FL,1202
33851,FL,1202
33852,FL,1202
33853,FL,1202
33854,FL,1202
33855,FL,1202
33856,FL,1202
33857,FL,1202
33858,FL,1202
33859,FL,1202
33860,FL,1202
33862,FL,1202
33863,FL,1202
33865,FL,1202
33867,FL,1202
33868,FL,1202
33870,FL,1202
33871,FL,1202
33872,FL,1202
33873,FL,1202
33875,FL,1202
33876,FL,1202
33877,FL,1202
33880,FL,1202
33881,FL,1202
33882,FL,1202
33883,FL,1202
33884,FL,1202
33885,FL,1202
33888,FL,1202
33890,FL,1202
33896,FL,1202
33897,FL,1202
33898,FL,1202
33900,FL,1202
33901,FL,1202
33902,FL,1202
33903,FL,1202
33904,FL,1202
33905,FL,1202
33906,FL,1202
33907,FL,1202
33908,FL,1202
33909,FL,1202
33910,FL,1202
33911,FL,1202
33912,FL,1202
33913,FL,1202
33914,FL,1202
33915,FL,1202
33916,FL,1202
33917,FL,1202
33918,FL,1202
33919,FL,1202
33920,FL,1202
33921,FL,1202
33922,FL,1202
33924,FL,1202
33927,FL,1202
33928,FL,1202
33929,FL,1202
33930,FL,1202
33931,FL,1202
33932,FL,1202
33935,FL,1202
33936,FL,1202
33938,FL,1202
33944,FL,1202
33945,FL,1202
33946,FL,1202
33947,FL,1202
33948,FL,1202
33949,FL,1202
33950,FL,1202
33951,FL,1202
33952,FL,1202
33953,FL,1202
33954,FL,1202
33955,FL,1202
33956,FL,1202
33957,FL,1202
33960,FL,1202
33965,FL,1202
33966,FL,1202
33967,FL,1202
33970,FL,1202
33971,FL,1202
33972,FL,1202
33973,FL,1202
33974,FL,1202
33975,FL,1202
33976,FL,1202
33980,FL,1202
33981,FL,1202
33982,FL,1202
33983,FL,1202
33990,FL,1202
33991,FL,1202
33993,FL,1202
33994,FL,1202
34101,FL,1202
34102,FL,1202
34103,FL,1202
34104,FL,1202
34105,FL,1202
34106,FL,1202
34107,FL,1202
34108,FL,1202
34109,FL,1202
34110,FL,1202
34112,FL,1202
34113,FL,1202
34114,FL,1202
34116,FL,1202
34117,FL,1202
34119,FL,1202
34120,FL,1202
34133,FL,1202
34134,FL,1202
34135,FL,1202
34136,FL,1202
34137,FL,1202
34138,FL,1202
34139,FL,1202
34140,FL,1202
34141,FL,1202
34142,FL,1202
34143,FL,1202
34145,FL,1202
34146,FL,1202
34201,FL,1202
34202,FL,1202
34203,FL,1202
34204,FL,1202
34205,FL,1202
34206,FL,1202
34207,FL,1202
34208,FL,1202
34209,FL,1202
34210,FL,1202
34211,FL,1202
34212,FL,1202
34215,FL,1202
34216,FL,1202
34217,FL,1202
34218,FL,1202
34219,FL,1202
34220,FL,1202
34221,FL,1202
34222,FL,1202
34223,FL,1202
34224,FL,1202
34228,FL,1202
34229,FL,1202
34230,FL,1202
34231,FL,1202
34232,FL,1202
34233,FL,1202
34234,FL,1202
34235,FL,1202
34236,FL,1202
34237,FL,1202
34238,FL,1202
34239,FL,1202
34240,FL,1202
34241,FL,1202
34242,FL,1202
34243,FL,1202
34250,FL,1202
34251,FL,1202
34260,FL,1202
34264,FL,1202
34265,FL,1202
34266,FL,1202
34267,FL,1202
34268,FL,1202
34269,FL,1202
34270,FL,1202
34272,FL,1202
34274,FL,1202
34275,FL,1202
34276,FL,1202
34277,FL,1202
34278,FL,1202
34280,FL,1202
34281,FL,1202
34282,FL,1202
34284,FL,1202
34285,FL,1202
34286,FL,1202
34287,FL,1202
34288,FL,1202
34289,FL,1202
34290,FL,1202
34291,FL,1202
34292,FL,1202
34293,FL,1202
34295,FL,1202
34420,FL,1202
34421,FL,1202
34423,FL,1202
34428,FL,1202
34429,FL,1202
34430,FL,1202
34431,FL,1202
34432,FL,1202
34433,FL,1202
34434,FL,1202
34436,FL,1202
34442,FL,1202
34445,FL,1202
34446,FL,1202
34447,FL,1202
34448,FL,1202
34449,FL,1202
34450,FL,1202
34451,FL,1202
34452,FL,1202
34453,FL,1202
34460,FL,1202
34461,FL,1202
34464,FL,1202
34465,FL,1202
34470,FL,1202
34471,FL,1202
34472,FL,1202
34473,FL,1202
34474,FL,1202
34475,FL,1202
34476,FL,1202
34477,FL,1202
34478,FL,1202
34479,FL,1202
34480,FL,1202
34481,FL,1202
34482,FL,1202
34483,FL,1202
34484,FL,1202
34487,FL,1202
34488,FL,1202
34489,FL,1202
34491,FL,1202
